Year,Month,Date,Currency,VS 1USD,Inverse 1USD
2025,03,14,Singapore Dollar,1.335802,0.748614
2025,03,14,South African Rand,18.289078,0.054677
2025,03,14,Sri Lankan Rupee,295.439558,0.003385
2025,03,14,Swedish Krona,10.197536,0.098063
2025,03,14,Swiss Franc,0.882698,1.132890
2025,03,14,Taiwan New Dollar,32.983337,0.030318
2025,03,14,Thai Baht,33.687130,0.029685
2025,03,14,Trinidadian Dollar,6.792690,0.147217
2025,03,14,Turkish Lira,36.689432,0.027256
2025,03,14,Emirati Dirham,3.672500,0.272294
2025,03,14,British Pound,0.771771,1.295720
2025,03,15,Argentine Peso,1062.725217,0.000941
2025,03,15,Australian Dollar,1.582419,0.631944
2025,03,15,Bahraini Dinar,0.376000,2.659574
2025,03,15,Botswana Pula,13.627432,0.073381
2025,03,15,Brazilian Real,5.744508,0.174079
2025,03,15,Bruneian Dollar,1.335716,0.748662
2025,03,15,Bulgarian Lev,1.790439,0.558522
2025,03,15,Canadian Dollar,1.433325,0.697678
2025,03,15,Chilean Peso,929.047475,0.001076
2025,03,15,Chinese Yuan Renminbi,7.237845,0.138163
2025,03,15,Colombian Peso,4100.872125,0.000244
2025,03,15,Czech Koruna,22.984685,0.043507
2025,03,15,Danish Krone,6.852323,0.145936
2025,03,15,Euro,0.915437,1.092375
2025,03,15,Hong Kong Dollar,7.777890,0.128570
2025,03,15,Hungarian Forint,366.764084,0.002727
2025,03,15,Icelandic Krona,134.422223,0.007439
2025,03,15,Indian Rupee,86.890561,0.011509
2025,03,15,Indonesian Rupiah,16332.511972,0.000061
2025,03,15,Iranian Rial,42109.554121,0.000024
2025,03,15,Israeli Shekel,3.641629,0.274602
2025,03,15,Japanese Yen,148.559414,0.006731
2025,03,15,Kazakhstani Tenge,500.964250,0.001996
2025,03,15,South Korean Won,1450.318323,0.000690
2025,03,15,Kuwaiti Dinar,0.308117,3.245521
2025,03,15,Libyan Dinar,4.817491,0.207577
2025,03,15,Malaysian Ringgit,4.444172,0.225014
2025,03,15,Mauritian Rupee,45.187824,0.022130
2025,03,15,Mexican Peso,19.910487,0.050225
2025,03,15,Nepalese Rupee,139.090065,0.007190
2025,03,15,New Zealand Dollar,1.742894,0.573758
2025,03,15,Norwegian Krone,10.649577,0.093900
2025,03,15,Omani Rial,0.385023,2.597251
2025,03,15,Pakistani Rupee,279.935434,0.003572
2025,03,15,Philippine Peso,57.301103,0.017452
2025,03,15,Polish Zloty,3.842333,0.260259
2025,03,15,Qatari Riyal,3.640000,0.274725
2025,03,15,Romanian New Leu,4.574371,0.218609
2025,03,15,Russian Ruble,85.496845,0.011696
2025,03,15,Saudi Arabian Riyal,3.750000,0.266667
2025,03,15,Singapore Dollar,1.335716,0.748662
2025,03,15,South African Rand,18.168214,0.055041
2025,03,15,Sri Lankan Rupee,296.240680,0.003376
2025,03,15,Swedish Krona,10.126866,0.098747
2025,03,15,Swiss Franc,0.885033,1.129901
2025,03,15,Taiwan New Dollar,32.940565,0.030358
2025,03,15,Thai Baht,33.554575,0.029802
2025,03,15,Trinidadian Dollar,6.789588,0.147284
2025,03,15,Turkish Lira,36.529475,0.027375
2025,03,15,Emirati Dirham,3.672500,0.272294
2025,03,15,British Pound,0.772776,1.294037
2025,03,16,Argentine Peso,1065.758157,0.000938
2025,03,16,Australian Dollar,1.581838,0.632176
2025,03,16,Bahraini Dinar,0.376000,2.659574
2025,03,16,Botswana Pula,13.679896,0.073100
2025,03,16,Brazilian Real,5.746663,0.174014
2025,03,16,Bruneian Dollar,1.334868,0.749138
2025,03,16,Bulgarian Lev,1.791237,0.558273
2025,03,16,Canadian Dollar,1.436799,0.695992
2025,03,16,Chilean Peso,930.249313,0.001075
2025,03,16,Chinese Yuan Renminbi,7.240477,0.138112
2025,03,16,Colombian Peso,4099.924357,0.000244
2025,03,16,Czech Koruna,22.992191,0.043493
2025,03,16,Danish Krone,6.856961,0.145837
2025,03,16,Euro,0.915845,1.091888
2025,03,16,Hong Kong Dollar,7.773617,0.128640
2025,03,16,Hungarian Forint,366.847867,0.002726
2025,03,16,Icelandic Krona,133.993688,0.007463
2025,03,16,Indian Rupee,86.995301,0.011495
2025,03,16,Indonesian Rupiah,16402.076115,0.000061
2025,03,16,Iranian Rial,42002.596113,0.000024
2025,03,16,Israeli Shekel,3.649423,0.274016
2025,03,16,Japanese Yen,148.631719,0.006728
2025,03,16,Kazakhstani Tenge,501.637828,0.001993
2025,03,16,South Korean Won,1453.969151,0.000688
2025,03,16,Kuwaiti Dinar,0.308802,3.238317
2025,03,16,Libyan Dinar,4.812801,0.207779
2025,03,16,Malaysian Ringgit,4.444347,0.225005
2025,03,16,Mauritian Rupee,45.015088,0.022215
2025,03,16,Mexican Peso,19.927276,0.050182
2025,03,16,Nepalese Rupee,139.257728,0.007181
2025,03,16,New Zealand Dollar,1.740538,0.574535
2025,03,16,Norwegian Krone,10.676606,0.093663
2025,03,16,Omani Rial,0.385000,2.597401
2025,03,16,Pakistani Rupee,280.042744,0.003571
2025,03,16,Philippine Peso,57.232994,0.017472
2025,03,16,Polish Zloty,3.839598,0.260444
2025,03,16,Qatari Riyal,3.640000,0.274725
2025,03,16,Romanian New Leu,4.573650,0.218644
2025,03,16,Russian Ruble,85.511180,0.011694
2025,03,16,Saudi Arabian Riyal,3.750000,0.266667
2025,03,16,Singapore Dollar,1.334868,0.749138
2025,03,16,South African Rand,18.168853,0.055039
2025,03,16,Sri Lankan Rupee,295.334366,0.003386
2025,03,16,Swedish Krona,10.134927,0.098669
2025,03,16,Swiss Franc,0.883385,1.132009
2025,03,16,Taiwan New Dollar,32.973958,0.030327
2025,03,16,Thai Baht,33.528479,0.029825
2025,03,16,Trinidadian Dollar,6.808846,0.146868
2025,03,16,Turkish Lira,36.516754,0.027385
2025,03,16,Emirati Dirham,3.672500,0.272294
2025,03,16,British Pound,0.772823,1.293957
2025,03,17,Argentine Peso,1067.155859,0.000937
2025,03,17,Australian Dollar,1.580910,0.632547
2025,03,17,Bahraini Dinar,0.376000,2.659574
2025,03,17,Botswana Pula,13.593379,0.073565
2025,03,17,Brazilian Real,5.693497,0.175639
2025,03,17,Bruneian Dollar,1.333590,0.749855
2025,03,17,Bulgarian Lev,1.797657,0.556280
2025,03,17,Canadian Dollar,1.437280,0.695759
2025,03,17,Chilean Peso,930.940340,0.001074
2025,03,17,Chinese Yuan Renminbi,7.237579,0.138168
2025,03,17,Colombian Peso,4104.667862,0.000244
2025,03,17,Czech Koruna,22.998052,0.043482
2025,03,17,Danish Krone,6.857590,0.145824
2025,03,17,Euro,0.919127,1.087989
2025,03,17,Hong Kong Dollar,7.772777,0.128654
2025,03,17,Hungarian Forint,367.345459,0.002722
2025,03,17,Icelandic Krona,134.471122,0.007437
2025,03,17,Indian Rupee,86.947596,0.011501
2025,03,17,Indonesian Rupiah,16334.681843,0.000061
2025,03,17,Iranian Rial,42090.870231,0.000024
2025,03,17,Israeli Shekel,3.651534,0.273858
2025,03,17,Japanese Yen,148.597114,0.006730
2025,03,17,Kazakhstani Tenge,501.556710,0.001994
2025,03,17,South Korean Won,1451.694568,0.000689
2025,03,17,Kuwaiti Dinar,0.308102,3.245682
2025,03,17,Libyan Dinar,4.806702,0.208043
2025,03,17,Malaysian Ringgit,4.444806,0.224982
2025,03,17,Mauritian Rupee,45.201692,0.022123
2025,03,17,Mexican Peso,19.928453,0.050180
2025,03,17,Nepalese Rupee,139.181365,0.007185
2025,03,17,New Zealand Dollar,1.738637,0.575163
2025,03,17,Norwegian Krone,10.638585,0.093997
2025,03,17,Omani Rial,0.384848,2.598425
2025,03,17,Pakistani Rupee,279.675494,0.003576
2025,03,17,Philippine Peso,57.273470,0.017460
2025,03,17,Polish Zloty,3.846849,0.259953
2025,03,17,Qatari Riyal,3.640000,0.274725
2025,03,17,Romanian New Leu,4.574386,0.218609
2025,03,17,Russian Ruble,85.583502,0.011684
2025,03,17,Saudi Arabian Riyal,3.750000,0.266667
2025,03,17,Singapore Dollar,1.333590,0.749855
2025,03,17,South African Rand,18.205661,0.054928
2025,03,17,Sri Lankan Rupee,295.841983,0.003380
2025,03,17,Swedish Krona,10.140093,0.098618
2025,03,17,Swiss Franc,0.884175,1.130998
2025,03,17,Taiwan New Dollar,32.925268,0.030372
2025,03,17,Thai Baht,33.662332,0.029707
2025,03,17,Trinidadian Dollar,6.785900,0.147364
2025,03,17,Turkish Lira,36.669804,0.027270
2025,03,17,Emirati Dirham,3.672500,0.272294
2025,03,17,British Pound,0.773521,1.292789
2025,03,18,Argentine Peso,1067.571309,0.000937
2025,03,18,Australian Dollar,1.566944,0.638185
2025,03,18,Bahraini Dinar,0.376000,2.659574
2025,03,18,Botswana Pula,13.610978,0.073470
2025,03,18,Brazilian Real,5.679440,0.176074
2025,03,18,Bruneian Dollar,1.330237,0.751746
2025,03,18,Bulgarian Lev,1.791254,0.558268
2025,03,18,Canadian Dollar,1.429857,0.699370
2025,03,18,Chilean Peso,922.839929,0.001084
2025,03,18,Chinese Yuan Renminbi,7.232668,0.138262
2025,03,18,Colombian Peso,4073.077682,0.000246
2025,03,18,Czech Koruna,22.937903,0.043596
2025,03,18,Danish Krone,6.833073,0.146347
2025,03,18,Euro,0.915854,1.091878
2025,03,18,Hong Kong Dollar,7.769665,0.128706
2025,03,18,Hungarian Forint,364.551441,0.002743
2025,03,18,Icelandic Krona,133.811498,0.007473
2025,03,18,Indian Rupee,86.840258,0.011515
2025,03,18,Indonesian Rupiah,16391.720362,0.000061
2025,03,18,Iranian Rial,42083.521605,0.000024
2025,03,18,Israeli Shekel,3.645226,0.274331
2025,03,18,Japanese Yen,149.391952,0.006694
2025,03,18,Kazakhstani Tenge,498.652426,0.002005
2025,03,18,South Korean Won,1443.501448,0.000693
2025,03,18,Kuwaiti Dinar,0.308045,3.246284
2025,03,18,Libyan Dinar,4.817628,0.207571
2025,03,18,Malaysian Ringgit,4.444463,0.224999
2025,03,18,Mauritian Rupee,45.057124,0.022194
2025,03,18,Mexican Peso,19.960344,0.050099
2025,03,18,Nepalese Rupee,139.009543,0.007194
2025,03,18,New Zealand Dollar,1.717196,0.582345
2025,03,18,Norwegian Krone,10.543596,0.094844
2025,03,18,Omani Rial,0.384994,2.597446
2025,03,18,Pakistani Rupee,280.092856,0.003570
2025,03,18,Philippine Peso,57.279736,0.017458
2025,03,18,Polish Zloty,3.834207,0.260810
2025,03,18,Qatari Riyal,3.640000,0.274725
2025,03,18,Romanian New Leu,4.558865,0.219353
2025,03,18,Russian Ruble,84.105405,0.011890
2025,03,18,Saudi Arabian Riyal,3.750000,0.266667
2025,03,18,Singapore Dollar,1.330237,0.751746
2025,03,18,South African Rand,18.089959,0.055279
2025,03,18,Sri Lankan Rupee,296.513705,0.003373
2025,03,18,Swedish Krona,10.095056,0.099058
2025,03,18,Swiss Franc,0.881351,1.134621
2025,03,18,Taiwan New Dollar,32.970458,0.030330
2025,03,18,Thai Baht,33.588695,0.029772
2025,03,18,Trinidadian Dollar,6.790579,0.147263
2025,03,18,Turkish Lira,36.654182,0.027282
2025,03,18,Emirati Dirham,3.672500,0.272294
2025,03,18,British Pound,0.770141,1.298463
2025,03,19,Argentine Peso,1068.158731,0.000936
2025,03,19,Australian Dollar,1.572002,0.636132
2025,03,19,Bahraini Dinar,0.376000,2.659574
2025,03,19,Botswana Pula,13.594715,0.073558
2025,03,19,Brazilian Real,5.664071,0.176551
2025,03,19,Bruneian Dollar,1.331030,0.751298
2025,03,19,Bulgarian Lev,1.788060,0.559265
2025,03,19,Canadian Dollar,1.430038,0.699282
2025,03,19,Chilean Peso,917.093750,0.001090
2025,03,19,Chinese Yuan Renminbi,7.227387,0.138363
2025,03,19,Colombian Peso,4118.164518,0.000243
2025,03,19,Czech Koruna,22.883576,0.043699
2025,03,19,Danish Krone,6.818881,0.146652
2025,03,19,Euro,0.914221,1.093828
2025,03,19,Hong Kong Dollar,7.769776,0.128704
2025,03,19,Hungarian Forint,363.512443,0.002751
2025,03,19,Icelandic Krona,133.204049,0.007507
2025,03,19,Indian Rupee,86.574135,0.011551
2025,03,19,Indonesian Rupiah,16514.292229,0.000061
2025,03,19,Iranian Rial,42092.453106,0.000024
2025,03,19,Israeli Shekel,3.667516,0.272664
2025,03,19,Japanese Yen,149.460381,0.006691
2025,03,19,Kazakhstani Tenge,498.202835,0.002007
2025,03,19,South Korean Won,1449.909565,0.000690
2025,03,19,Kuwaiti Dinar,0.307950,3.247283
2025,03,19,Libyan Dinar,4.819953,0.207471
2025,03,19,Malaysian Ringgit,4.444461,0.224999
2025,03,19,Mauritian Rupee,44.949663,0.022247
2025,03,19,Mexican Peso,19.908856,0.050229
2025,03,19,Nepalese Rupee,138.583546,0.007216
2025,03,19,New Zealand Dollar,1.718810,0.581798
2025,03,19,Norwegian Krone,10.562438,0.094675
2025,03,19,Omani Rial,0.384974,2.597581
2025,03,19,Pakistani Rupee,280.323008,0.003567
2025,03,19,Philippine Peso,57.283180,0.017457
2025,03,19,Polish Zloty,3.821926,0.261648
2025,03,19,Qatari Riyal,3.640000,0.274725
2025,03,19,Romanian New Leu,4.550351,0.219763
2025,03,19,Russian Ruble,82.678169,0.012095
2025,03,19,Saudi Arabian Riyal,3.750000,0.266667
2025,03,19,Singapore Dollar,1.331030,0.751298
2025,03,19,South African Rand,18.120833,0.055185
2025,03,19,Sri Lankan Rupee,296.154085,0.003377
2025,03,19,Swedish Krona,10.050812,0.099494
2025,03,19,Swiss Franc,0.876872,1.140417
2025,03,19,Taiwan New Dollar,32.996938,0.030306
2025,03,19,Thai Baht,33.638124,0.029728
2025,03,19,Trinidadian Dollar,6.790850,0.147257
2025,03,19,Turkish Lira,36.709387,0.027241
2025,03,19,Emirati Dirham,3.672500,0.272294
2025,03,19,British Pound,0.769216,1.300024
2025,03,20,Argentine Peso,1068.863803,0.000936
2025,03,20,Australian Dollar,1.571527,0.636324
2025,03,20,Bahraini Dinar,0.376000,2.659574
2025,03,20,Botswana Pula,13.607197,0.073491
2025,03,20,Brazilian Real,5.643212,0.177204
2025,03,20,Bruneian Dollar,1.329543,0.752138
2025,03,20,Bulgarian Lev,1.792381,0.557917
2025,03,20,Canadian Dollar,1.432245,0.698205
2025,03,20,Chilean Peso,917.022253,0.001090
2025,03,20,Chinese Yuan Renminbi,7.230121,0.138310
2025,03,20,Colombian Peso,4154.564105,0.000241
2025,03,20,Czech Koruna,22.908476,0.043652
2025,03,20,Danish Krone,6.836198,0.146280
2025,03,20,Euro,0.916430,1.091191
2025,03,20,Hong Kong Dollar,7.770264,0.128696
2025,03,20,Hungarian Forint,364.966015,0.002740
2025,03,20,Icelandic Krona,133.036999,0.007517
2025,03,20,Indian Rupee,86.347468,0.011581
2025,03,20,Indonesian Rupiah,16520.797487,0.000061
2025,03,20,Iranian Rial,42039.583986,0.000024
2025,03,20,Israeli Shekel,3.660972,0.273151
2025,03,20,Japanese Yen,148.492042,0.006734
2025,03,20,Kazakhstani Tenge,504.355942,0.001983
2025,03,20,South Korean Won,1458.856396,0.000685
2025,03,20,Kuwaiti Dinar,0.308169,3.244977
2025,03,20,Libyan Dinar,4.809927,0.207903
2025,03,20,Malaysian Ringgit,4.427769,0.225847
2025,03,20,Mauritian Rupee,44.851480,0.022296
2025,03,20,Mexican Peso,20.040544,0.049899
2025,03,20,Nepalese Rupee,138.220709,0.007235
2025,03,20,New Zealand Dollar,1.718046,0.582057
2025,03,20,Norwegian Krone,10.555195,0.094740
2025,03,20,Omani Rial,0.384954,2.597716
2025,03,20,Pakistani Rupee,279.986536,0.003572
2025,03,20,Philippine Peso,57.222642,0.017476
2025,03,20,Polish Zloty,3.834413,0.260796
2025,03,20,Qatari Riyal,3.640000,0.274725
2025,03,20,Romanian New Leu,4.561336,0.219234
2025,03,20,Russian Ruble,84.312675,0.011861
2025,03,20,Saudi Arabian Riyal,3.750000,0.266667
2025,03,20,Singapore Dollar,1.329543,0.752138
2025,03,20,South African Rand,18.114043,0.055206
2025,03,20,Sri Lankan Rupee,296.227183,0.003376
2025,03,20,Swedish Krona,10.091971,0.099089
2025,03,20,Swiss Franc,0.876581,1.140796
2025,03,20,Taiwan New Dollar,33.018131,0.030286
2025,03,20,Thai Baht,33.572039,0.029787
2025,03,20,Trinidadian Dollar,6.782418,0.147440
2025,03,20,Turkish Lira,38.003561,0.026313
2025,03,20,Emirati Dirham,3.672500,0.272294
2025,03,20,British Pound,0.768620,1.301033
2025,03,21,Argentine Peso,1068.772297,0.000936
2025,03,21,Australian Dollar,1.586642,0.630262
2025,03,21,Bahraini Dinar,0.376000,2.659574
2025,03,21,Botswana Pula,13.598562,0.073537
2025,03,21,Brazilian Real,5.672067,0.176303
2025,03,21,Bruneian Dollar,1.334779,0.749188
2025,03,21,Bulgarian Lev,1.801870,0.554979
2025,03,21,Canadian Dollar,1.432496,0.698082
2025,03,21,Chilean Peso,926.730608,0.001079
2025,03,21,Chinese Yuan Renminbi,7.247904,0.137971
2025,03,21,Colombian Peso,4176.936832,0.000239
2025,03,21,Czech Koruna,23.042100,0.043399
2025,03,21,Danish Krone,6.871965,0.145519
2025,03,21,Euro,0.921281,1.085445
2025,03,21,Hong Kong Dollar,7.772313,0.128662
2025,03,21,Hungarian Forint,367.391793,0.002722
2025,03,21,Icelandic Krona,132.943523,0.007522
2025,03,21,Indian Rupee,86.334383,0.011583
2025,03,21,Indonesian Rupiah,16502.707798,0.000061
2025,03,21,Iranian Rial,42076.626557,0.000024
2025,03,21,Israeli Shekel,3.677844,0.271898
2025,03,21,Japanese Yen,148.623116,0.006728
2025,03,21,Kazakhstani Tenge,503.609563,0.001986
2025,03,21,South Korean Won,1466.854103,0.000682
2025,03,21,Kuwaiti Dinar,0.308071,3.246003
2025,03,21,Libyan Dinar,4.819608,0.207486
2025,03,21,Malaysian Ringgit,4.426098,0.225933
2025,03,21,Mauritian Rupee,45.018870,0.022213
2025,03,21,Mexican Peso,20.145247,0.049640
2025,03,21,Nepalese Rupee,138.199763,0.007236
2025,03,21,New Zealand Dollar,1.735868,0.576081
2025,03,21,Norwegian Krone,10.548057,0.094804
2025,03,21,Omani Rial,0.384921,2.597937
2025,03,21,Pakistani Rupee,280.243072,0.003568
2025,03,21,Philippine Peso,57.220044,0.017476
2025,03,21,Polish Zloty,3.864929,0.258737
2025,03,21,Qatari Riyal,3.640000,0.274725
2025,03,21,Romanian New Leu,4.584907,0.218107
2025,03,21,Russian Ruble,84.926542,0.011775
2025,03,21,Saudi Arabian Riyal,3.750000,0.266667
2025,03,21,Singapore Dollar,1.334779,0.749188
2025,03,21,South African Rand,18.154040,0.055084
2025,03,21,Sri Lankan Rupee,296.352922,0.003374
2025,03,21,Swedish Krona,10.130462,0.098712
2025,03,21,Swiss Franc,0.881671,1.134209
2025,03,21,Taiwan New Dollar,33.002121,0.030301
2025,03,21,Thai Baht,33.737550,0.029641
2025,03,21,Trinidadian Dollar,6.791968,0.147233
2025,03,21,Turkish Lira,37.990532,0.026322
2025,03,21,Emirati Dirham,3.672500,0.272294
2025,03,21,British Pound,0.771272,1.296560
2025,03,22,Argentine Peso,1062.332833,0.000941
2025,03,22,Australian Dollar,1.593870,0.627404
2025,03,22,Bahraini Dinar,0.376000,2.659574
2025,03,22,Botswana Pula,13.624435,0.073398
2025,03,22,Brazilian Real,5.734104,0.174395
2025,03,22,Bruneian Dollar,1.335449,0.748812
2025,03,22,Bulgarian Lev,1.799408,0.555738
2025,03,22,Canadian Dollar,1.434846,0.696939
2025,03,22,Chilean Peso,928.796724,0.001077
2025,03,22,Chinese Yuan Renminbi,7.248622,0.137957
2025,03,22,Colombian Peso,4148.059872,0.000241
2025,03,22,Czech Koruna,23.107456,0.043276
2025,03,22,Danish Krone,6.892112,0.145093
2025,03,22,Euro,0.920023,1.086929
2025,03,22,Hong Kong Dollar,7.779870,0.128537
2025,03,22,Hungarian Forint,367.459473,0.002721
2025,03,22,Icelandic Krona,133.240310,0.007505
2025,03,22,Indian Rupee,85.973126,0.011632
2025,03,22,Indonesian Rupiah,16509.124885,0.000061
2025,03,22,Iranian Rial,42109.133264,0.000024
2025,03,22,Israeli Shekel,3.708585,0.269645
2025,03,22,Japanese Yen,149.254996,0.006700
2025,03,22,Kazakhstani Tenge,503.085816,0.001988
2025,03,22,South Korean Won,1463.963871,0.000683
2025,03,22,Kuwaiti Dinar,0.308095,3.245753
2025,03,22,Libyan Dinar,4.815876,0.207647
2025,03,22,Malaysian Ringgit,4.422988,0.226092
2025,03,22,Mauritian Rupee,45.294616,0.022078
2025,03,22,Mexican Peso,20.215368,0.049467
2025,03,22,Nepalese Rupee,137.621481,0.007266
2025,03,22,New Zealand Dollar,1.746779,0.572482
2025,03,22,Norwegian Krone,10.537850,0.094896
2025,03,22,Omani Rial,0.384894,2.598120
2025,03,22,Pakistani Rupee,280.277391,0.003568
2025,03,22,Philippine Peso,57.329496,0.017443
2025,03,22,Polish Zloty,3.876754,0.257948
2025,03,22,Qatari Riyal,3.640000,0.274725
2025,03,22,Romanian New Leu,4.597661,0.217502
2025,03,22,Russian Ruble,84.324286,0.011859
2025,03,22,Saudi Arabian Riyal,3.750000,0.266667
2025,03,22,Singapore Dollar,1.335449,0.748812
2025,03,22,South African Rand,18.219213,0.054887
2025,03,22,Sri Lankan Rupee,296.320318,0.003375
2025,03,22,Swedish Krona,10.136792,0.098651
2025,03,22,Swiss Franc,0.884525,1.130550
2025,03,22,Taiwan New Dollar,32.999269,0.030304
2025,03,22,Thai Baht,33.740030,0.029638
2025,03,22,Trinidadian Dollar,6.794772,0.147172
2025,03,22,Turkish Lira,37.729913,0.026504
2025,03,22,Emirati Dirham,3.672500,0.272294
2025,03,22,British Pound,0.774200,1.291655
2025,03,23,Argentine Peso,1068.400534,0.000936
2025,03,23,Australian Dollar,1.594621,0.627108
2025,03,23,Bahraini Dinar,0.376000,2.659574
2025,03,23,Botswana Pula,13.624488,0.073397
2025,03,23,Brazilian Real,5.734315,0.174389
2025,03,23,Bruneian Dollar,1.335311,0.748889
2025,03,23,Bulgarian Lev,1.798811,0.555923
2025,03,23,Canadian Dollar,1.436823,0.695980
2025,03,23,Chilean Peso,928.633119,0.001077
2025,03,23,Chinese Yuan Renminbi,7.248517,0.137959
2025,03,23,Colombian Peso,4162.934015,0.000240
2025,03,23,Czech Koruna,23.110972,0.043269
2025,03,23,Danish Krone,6.898180,0.144966
2025,03,23,Euro,0.919717,1.087290
2025,03,23,Hong Kong Dollar,7.774033,0.128633
2025,03,23,Hungarian Forint,367.459206,0.002721
2025,03,23,Icelandic Krona,133.194753,0.007508
2025,03,23,Indian Rupee,86.006341,0.011627
2025,03,23,Indonesian Rupiah,16494.321073,0.000061
2025,03,23,Iranian Rial,42002.630715,0.000024
2025,03,23,Israeli Shekel,3.713563,0.269283
2025,03,23,Japanese Yen,149.343692,0.006696
2025,03,23,Kazakhstani Tenge,502.799889,0.001989
2025,03,23,South Korean Won,1464.020494,0.000683
2025,03,23,Kuwaiti Dinar,0.308148,3.245191
2025,03,23,Libyan Dinar,4.810199,0.207892
2025,03,23,Malaysian Ringgit,4.420909,0.226198
2025,03,23,Mauritian Rupee,45.199852,0.022124
2025,03,23,Mexican Peso,20.238862,0.049410
2025,03,23,Nepalese Rupee,137.674651,0.007264
2025,03,23,New Zealand Dollar,1.744547,0.573215
2025,03,23,Norwegian Krone,10.558740,0.094708
2025,03,23,Omani Rial,0.384898,2.598093
2025,03,23,Pakistani Rupee,280.180765,0.003569
2025,03,23,Philippine Peso,57.337709,0.017441
2025,03,23,Polish Zloty,3.877362,0.257907
2025,03,23,Qatari Riyal,3.640000,0.274725
2025,03,23,Romanian New Leu,4.595242,0.217616
2025,03,23,Russian Ruble,84.512817,0.011833
2025,03,23,Saudi Arabian Riyal,3.750000,0.266667
2025,03,23,Singapore Dollar,1.335311,0.748889
2025,03,23,South African Rand,18.184974,0.054990
2025,03,23,Sri Lankan Rupee,296.313932,0.003375
2025,03,23,Swedish Krona,10.143117,0.098589
2025,03,23,Swiss Franc,0.884126,1.131061
2025,03,23,Taiwan New Dollar,33.036006,0.030270
2025,03,23,Thai Baht,33.767031,0.029615
2025,03,23,Trinidadian Dollar,6.805483,0.146940
2025,03,23,Turkish Lira,37.814632,0.026445
2025,03,23,Emirati Dirham,3.672500,0.272294
2025,03,23,British Pound,0.773933,1.292102
2025,03,24,Argentine Peso,1067.141763,0.000937
2025,03,24,Australian Dollar,1.590182,0.628859
2025,03,24,Bahraini Dinar,0.376000,2.659574
2025,03,24,Botswana Pula,13.602057,0.073518
2025,03,24,Brazilian Real,5.715203,0.174972
2025,03,24,Bruneian Dollar,1.334979,0.749076
2025,03,24,Bulgarian Lev,1.804901,0.554047
2025,03,24,Canadian Dollar,1.433389,0.697647
2025,03,24,Chilean Peso,929.346133,0.001076
2025,03,24,Chinese Yuan Renminbi,7.248546,0.137959
2025,03,24,Colombian Peso,4151.592063,0.000241
2025,03,24,Czech Koruna,23.060539,0.043364
2025,03,24,Danish Krone,6.884517,0.145253
2025,03,24,Euro,0.922831,1.083622
2025,03,24,Hong Kong Dollar,7.773367,0.128644
2025,03,24,Hungarian Forint,367.222736,0.002723
2025,03,24,Icelandic Krona,132.997797,0.007519
2025,03,24,Indian Rupee,85.990673,0.011629
2025,03,24,Indonesian Rupiah,16520.291788,0.000061
2025,03,24,Iranian Rial,42094.563550,0.000024
2025,03,24,Israeli Shekel,3.723127,0.268591
2025,03,24,Japanese Yen,149.675560,0.006681
2025,03,24,Kazakhstani Tenge,502.997549,0.001988
2025,03,24,South Korean Won,1465.414708,0.000682
2025,03,24,Kuwaiti Dinar,0.308256,3.244056
2025,03,24,Libyan Dinar,4.806559,0.208049
2025,03,24,Malaysian Ringgit,4.422260,0.226129
2025,03,24,Mauritian Rupee,45.336013,0.022058
2025,03,24,Mexican Peso,20.215455,0.049467
2025,03,24,Nepalese Rupee,137.649570,0.007265
2025,03,24,New Zealand Dollar,1.740718,0.574476
2025,03,24,Norwegian Krone,10.529461,0.094972
2025,03,24,Omani Rial,0.384899,2.598082
2025,03,24,Pakistani Rupee,279.848722,0.003573
2025,03,24,Philippine Peso,57.323842,0.017445
2025,03,24,Polish Zloty,3.873869,0.258140
2025,03,24,Qatari Riyal,3.640000,0.274725
2025,03,24,Romanian New Leu,4.592414,0.217750
2025,03,24,Russian Ruble,84.313572,0.011860
2025,03,24,Saudi Arabian Riyal,3.750000,0.266667
2025,03,24,Singapore Dollar,1.334979,0.749076
2025,03,24,South African Rand,18.211333,0.054911
2025,03,24,Sri Lankan Rupee,296.179032,0.003376
2025,03,24,Swedish Krona,10.115769,0.098856
2025,03,24,Swiss Franc,0.882984,1.132524
2025,03,24,Taiwan New Dollar,32.981044,0.030320
2025,03,24,Thai Baht,33.888824,0.029508
2025,03,24,Trinidadian Dollar,6.791778,0.147237
2025,03,24,Turkish Lira,38.001536,0.026315
2025,03,24,Emirati Dirham,3.672500,0.272294
2025,03,24,British Pound,0.773698,1.292495
2025,03,25,Argentine Peso,1068.625167,0.000936
2025,03,25,Australian Dollar,1.590670,0.628666
2025,03,25,Bahraini Dinar,0.376000,2.659574
2025,03,25,Botswana Pula,13.605626,0.073499
2025,03,25,Brazilian Real,5.759792,0.173617
2025,03,25,Bruneian Dollar,1.338968,0.746844
2025,03,25,Bulgarian Lev,1.810508,0.552331
2025,03,25,Canadian Dollar,1.431626,0.698507
2025,03,25,Chilean Peso,928.475993,0.001077
2025,03,25,Chinese Yuan Renminbi,7.253174,0.137871
2025,03,25,Colombian Peso,4144.162624,0.000241
2025,03,25,Czech Koruna,23.076090,0.043335
2025,03,25,Danish Krone,6.905796,0.144806
2025,03,25,Euro,0.925698,1.080266
2025,03,25,Hong Kong Dollar,7.773986,0.128634
